seqname,source,feature,start,end,strand,GenBank_locus_tag,Product,gene_biotype,protein_id,name
NC_003317.1,RefSeq,gene,191146,193770,+,BME_RS00925,chaperone protein ClpB,protein_coding,WP_004686268.1,BME_RS00925
NC_003317.1,RefSeq,gene,194237,195670,+,BME_RS00930,L%2CD-transpeptidase,protein_coding,WP_004686269.1,BME_RS00930
NC_003317.1,RefSeq,gene,195738,197693,-,BME_RS00935,M23 family peptidase,protein_coding,WP_002964936.1,BME_RS00935
NC_003317.1,RefSeq,gene,198646,200138,+,BME_RS00940,16S ribosomal RNA,rRNA,NA,BME_RS00940
NC_003317.1,RefSeq,gene,200413,200489,+,BME_RS00945,tRNA-Ile,tRNA,NA,BME_RS00945
NC_003317.1,RefSeq,gene,200503,200578,+,BME_RS00950,tRNA-Ala,tRNA,NA,BME_RS00950
NC_003317.1,RefSeq,gene,200609,200851,-,BME_RS15740,hypothetical protein,protein_coding,WP_002964733.1,BME_RS15740
NC_003317.1,RefSeq,gene,200895,203818,+,BME_RS00955,23S ribosomal RNA,rRNA,NA,BME_RS00955
NC_003317.1,RefSeq,gene,204024,204138,+,BME_RS00960,5S ribosomal RNA,rRNA,NA,rrf
NC_003317.1,RefSeq,gene,204245,204321,+,BME_RS00965,tRNA-Met,tRNA,NA,BME_RS00965
NC_003317.1,RefSeq,gene,204832,205506,+,BME_RS00970,hypothetical protein,protein_coding,WP_002970332.1,BME_RS00970
NC_003317.1,RefSeq,gene,205682,207121,+,BME_RS00975,hypothetical protein,protein_coding,WP_004684349.1,BME_RS00975
NC_003317.1,RefSeq,gene,207366,208052,-,BME_RS00980,IS6 family transposase IS2020,protein_coding,WP_002964935.1,BME_RS00980
NC_003317.1,RefSeq,gene,208320,208409,-,BME_RS00985,tRNA-Ser,tRNA,NA,BME_RS00985
NC_003317.1,RefSeq,gene,208762,209190,+,BME_RS00990,50S ribosomal protein L21,protein_coding,WP_002967949.1,BME_RS00990
NC_003317.1,RefSeq,pseudogene,209224,209487,+,BME_RS00995,50S ribosomal protein L27,pseudogene,NA,BME_RS00995
NC_003317.1,RefSeq,gene,209934,210257,+,BME_RS15875,N-acetyltransferase,protein_coding,WP_004686272.1,BME_RS15875
NC_003317.1,RefSeq,gene,210311,210868,+,BME_RS01005,N-acetyltransferase,protein_coding,WP_004684331.1,BME_RS01005
NC_003317.1,RefSeq,gene,211175,211858,+,BME_RS01010,hypothetical protein,protein_coding,WP_004684330.1,BME_RS01010
NC_003317.1,RefSeq,gene,212114,213139,+,BME_RS01015,GTPase ObgE,protein_coding,WP_002964923.1,obgE
NC_003317.1,RefSeq,gene,213167,214303,+,BME_RS01020,glutamate 5-kinase,protein_coding,WP_004684325.1,BME_RS01020
NC_003317.1,RefSeq,gene,214313,215596,+,BME_RS01025,glutamate-5-semialdehyde dehydrogenase,protein_coding,WP_006255820.1,BME_RS01025
NC_003317.1,RefSeq,gene,215596,216270,+,BME_RS01030,nicotinate-nucleotide adenylyltransferase,protein_coding,WP_002964920.1,BME_RS01030
NC_003317.1,RefSeq,gene,216433,216804,+,BME_RS01035,ribosome silencing factor,protein_coding,WP_005970775.1,BME_RS01035
NC_003317.1,RefSeq,gene,216823,217347,+,BME_RS01040,23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH,protein_coding,WP_004684318.1,BME_RS01040
NC_003317.1,RefSeq,gene,217465,218364,+,BME_RS01045,hypothetical protein,protein_coding,WP_004686274.1,BME_RS01045
NC_003317.1,RefSeq,gene,218477,219826,+,BME_RS01050,membrane protein,protein_coding,WP_004684314.1,BME_RS01050
NC_003317.1,RefSeq,gene,219816,221144,+,BME_RS01055,S41 family peptidase,protein_coding,WP_002964915.1,BME_RS01055
NC_003317.1,RefSeq,gene,221343,221879,+,BME_RS01060,RNA pyrophosphohydrolase,protein_coding,WP_004684311.1,BME_RS01060
NC_003317.1,RefSeq,gene,221995,222249,+,BME_RS01065,GlsB/YeaQ/YmgE family stress response membrane protein,protein_coding,WP_002964913.1,BME_RS01065
NC_003317.1,RefSeq,gene,222317,222961,+,BME_RS01070,DUF1275 domain-containing protein,protein_coding,WP_002964912.1,BME_RS01070
NC_003317.1,RefSeq,gene,223277,224158,-,BME_RS01075,LysR family transcriptional regulator,protein_coding,WP_004684309.1,BME_RS01075
NC_003317.1,RefSeq,gene,224310,225806,+,BME_RS01080,methylmalonate-semialdehyde dehydrogenase (CoA acylating),protein_coding,WP_004684306.1,BME_RS01080
NC_003317.1,RefSeq,gene,226080,226367,+,BME_RS01085,hypothetical protein,protein_coding,WP_002964908.1,BME_RS01085
NC_003317.1,RefSeq,gene,226369,227265,+,BME_RS01090,pyridoxal kinase PdxY,protein_coding,WP_004684305.1,BME_RS01090
NC_003317.1,RefSeq,gene,227439,228080,+,BME_RS01095,carbonic anhydrase,protein_coding,WP_002964906.1,BME_RS01095
NC_003317.1,RefSeq,gene,228144,228971,-,BME_RS01100,lytic murein transglycosylase,protein_coding,WP_004684303.1,BME_RS01100
NC_003317.1,RefSeq,gene,228911,229282,-,BME_RS15880,hypothetical protein,protein_coding,WP_004684301.1,BME_RS15880
NC_003317.1,RefSeq,gene,229406,230977,+,BME_RS01105,signal recognition particle protein,protein_coding,WP_004684299.1,BME_RS01105
NC_003317.1,RefSeq,pseudogene,230983,231298,+,BME_RS01110,chorismate mutase,pseudogene,NA,BME_RS01110
NC_003317.1,RefSeq,gene,231365,231769,+,BME_RS01115,30S ribosomal protein S16,protein_coding,WP_002967942.1,BME_RS01115
NC_003317.1,RefSeq,gene,232039,232662,+,BME_RS01120,LemA family protein,protein_coding,WP_002964899.1,BME_RS01120
NC_003317.1,RefSeq,gene,232743,233510,+,BME_RS01125,membrane protein,protein_coding,WP_002972325.1,BME_RS01125
NC_003317.1,RefSeq,gene,233523,234164,+,BME_RS01130,TPM domain-containing protein,protein_coding,WP_004684292.1,BME_RS01130
NC_003317.1,RefSeq,gene,234429,239231,+,BME_RS01135,NAD-glutamate dehydrogenase,protein_coding,WP_004684290.1,BME_RS01135
NC_003317.1,RefSeq,gene,239397,240818,+,BME_RS01140,MFS transporter,protein_coding,WP_005970801.1,BME_RS01140
NC_003317.1,RefSeq,gene,240868,242484,-,BME_RS01145,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/inosine monophosphate cyclohydrolase,protein_coding,WP_004684287.1,BME_RS01145
NC_003317.1,RefSeq,gene,242591,244333,-,BME_RS01150,heparinase II/III family protein,protein_coding,WP_002969609.1,BME_RS01150
NC_003317.1,RefSeq,gene,244454,245851,-,BME_RS01155,MFS transporter,protein_coding,WP_004684284.1,BME_RS01155
NC_003317.1,RefSeq,gene,245867,246844,-,BME_RS01160,protease HtpX,protein_coding,WP_004684282.1,BME_RS01160
NC_003317.1,RefSeq,gene,246976,247194,+,BME_RS01165,DUF1674 domain-containing protein,protein_coding,WP_002969610.1,BME_RS01165
NC_003317.1,RefSeq,gene,247350,249305,-,BME_RS01170,acetyl-coenzyme A synthetase,protein_coding,WP_004685853.1,BME_RS01170
NC_003317.1,RefSeq,gene,249646,249933,+,BME_RS01175,usg family protein,protein_coding,WP_002964887.1,BME_RS01175
NC_003317.1,RefSeq,gene,250004,250534,+,BME_RS01180,FUSC family protein,protein_coding,WP_004684277.1,BME_RS01180
NC_003317.1,RefSeq,gene,250547,251227,-,BME_RS01185,YggS family pyridoxal phosphate-dependent enzyme,protein_coding,WP_002967934.1,BME_RS01185
NC_003317.1,RefSeq,gene,251350,253983,+,BME_RS01190,leucine--tRNA ligase,protein_coding,WP_002967933.1,BME_RS01190
NC_003317.1,RefSeq,gene,253970,254551,+,BME_RS01195,hypothetical protein,protein_coding,WP_002964883.1,BME_RS01195
NC_003317.1,RefSeq,gene,254694,255347,-,BME_RS01200,transaldolase,protein_coding,WP_004684273.1,BME_RS01200
NC_003317.1,RefSeq,pseudogene,255457,257692,+,BME_RS01205,primosomal protein N',pseudogene,NA,BME_RS01205
NC_003317.1,RefSeq,gene,257759,258172,+,BME_RS01210,hypothetical protein,protein_coding,WP_004684268.1,BME_RS01210
NC_003317.1,RefSeq,gene,258454,259014,+,BME_RS01215,ATP synthase subunit delta,protein_coding,WP_004684267.1,BME_RS01215
NC_003317.1,RefSeq,gene,259014,260543,+,BME_RS01220,ATP synthase subunit alpha,protein_coding,WP_004684264.1,BME_RS01220
NC_003317.1,RefSeq,gene,260565,261443,+,BME_RS01225,ATP synthase subunit gamma,protein_coding,WP_002964877.1,BME_RS01225
NC_003317.1,RefSeq,gene,261571,263136,+,BME_RS01230,ATP synthase subunit beta,protein_coding,WP_004684261.1,BME_RS01230
NC_003317.1,RefSeq,gene,263261,263668,+,BME_RS01235,ATP synthase epsilon chain,protein_coding,WP_002964875.1,BME_RS01235
NC_003317.1,RefSeq,gene,264011,264448,+,BME_RS01240,MarR family transcriptional regulator,protein_coding,WP_004684258.1,BME_RS01240
NC_003317.1,RefSeq,gene,264521,265216,-,BME_RS01245,GntR family transcriptional regulator,protein_coding,WP_002964873.1,BME_RS01245
NC_003317.1,RefSeq,gene,265272,265511,-,BME_RS15885,hypothetical protein,protein_coding,WP_004684254.1,BME_RS15885
NC_003317.1,RefSeq,gene,265496,266758,+,BME_RS01250,FAD-binding oxidoreductase,protein_coding,WP_004684256.1,BME_RS01250
NC_003317.1,RefSeq,gene,266764,267765,+,BME_RS01255,hydroxyproline-2-epimerase,protein_coding,WP_004684253.1,BME_RS01255
NC_003317.1,RefSeq,gene,268059,268967,+,BME_RS01260,branched-chain amino acid ABC transporter permease,protein_coding,WP_004684250.1,BME_RS01260
NC_003317.1,RefSeq,gene,268970,270349,+,BME_RS01265,high-affinity branched-chain amino acid ABC transporter permease LivM,protein_coding,WP_002966967.1,BME_RS01265
NC_003317.1,RefSeq,gene,270367,271689,+,BME_RS01270,branched-chain amino acid ABC transporter ATP-binding protein,protein_coding,WP_002967927.1,BME_RS01270
NC_003317.1,RefSeq,gene,271689,272435,+,BME_RS01275,ABC transporter ATP-binding protein,protein_coding,WP_002964867.1,BME_RS01275
NC_003317.1,RefSeq,gene,272445,272789,+,BME_RS01280,hypothetical protein,protein_coding,WP_002964866.1,BME_RS01280
NC_003317.1,RefSeq,gene,272941,274056,+,BME_RS01285,branched chain amino acid ABC transporter substrate-binding protein,protein_coding,WP_004684242.1,BME_RS01285
NC_003317.1,RefSeq,gene,274677,275135,+,BME_RS15890,hypothetical protein,protein_coding,WP_006255824.1,BME_RS15890
NC_003317.1,RefSeq,gene,275136,275792,+,BME_RS15895,amino acid-binding protein,protein_coding,WP_004684237.1,BME_RS15895
NC_003317.1,RefSeq,gene,276058,279534,+,BME_RS01295,pyruvate carboxylase,protein_coding,WP_004684235.1,BME_RS01295
NC_003317.1,RefSeq,gene,279596,280789,+,BME_RS01300,MFS transporter,protein_coding,WP_004684233.1,BME_RS01300
NC_003317.1,RefSeq,gene,280807,281598,-,BME_RS01305,3-hydroxybutyrate dehydrogenase,protein_coding,WP_004684232.1,BME_RS01305
NC_003317.1,RefSeq,gene,281766,283028,+,BME_RS01310,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin),protein_coding,WP_004684229.1,BME_RS01310
NC_003317.1,RefSeq,gene,283036,283950,-,BME_RS01315,polyprenyl synthetase family protein,protein_coding,WP_002964858.1,BME_RS01315
NC_003317.1,RefSeq,gene,284116,284871,+,BME_RS01320,monofunctional biosynthetic peptidoglycan transglycosylase,protein_coding,WP_004684227.1,BME_RS01320
NC_003317.1,RefSeq,gene,285032,285211,+,BME_RS01325,50S ribosomal protein L32,protein_coding,WP_002964856.1,BME_RS01325
NC_003317.1,RefSeq,gene,285343,285774,-,BME_RS01330,heme-binding protein,protein_coding,WP_002964855.1,BME_RS01330
NC_003317.1,RefSeq,pseudogene,285950,287136,+,BME_RS01335,acetyl-CoA acetyltransferase,pseudogene,NA,BME_RS01335
NC_003317.1,RefSeq,gene,287527,290613,+,BME_RS01340,helicase,protein_coding,WP_011004994.1,BME_RS01340
NC_003317.1,RefSeq,gene,290649,291050,+,BME_RS01345,RNA-binding S4 domain-containing protein,protein_coding,WP_002964852.1,BME_RS01345
NC_003317.1,RefSeq,pseudogene,291047,291281,+,BME_RS15900,hypothetical protein,pseudogene,NA,BME_RS15900
NC_003317.1,RefSeq,gene,291414,291752,+,BME_RS01350,ferredoxin family protein,protein_coding,WP_002964850.1,BME_RS01350
NC_003317.1,RefSeq,gene,292270,292845,+,BME_RS01355,CarD family transcriptional regulator,protein_coding,WP_002964849.1,BME_RS01355
NC_003317.1,RefSeq,gene,292817,293026,+,BME_RS15905,hypothetical protein,protein_coding,WP_004684216.1,BME_RS15905
NC_003317.1,RefSeq,gene,292946,293149,-,BME_RS15910,hypothetical protein,protein_coding,WP_002967917.1,BME_RS15910
NC_003317.1,RefSeq,gene,293190,294125,+,BME_RS01360,RNA polymerase factor sigma-32,protein_coding,WP_004686978.1,BME_RS01360
NC_003317.1,RefSeq,gene,294213,294941,-,BME_RS01365,MOSC domain-containing protein,protein_coding,WP_004684212.1,BME_RS01365
NC_003317.1,RefSeq,gene,294968,296449,-,BME_RS01370,metalloprotease,protein_coding,WP_004684210.1,BME_RS01370
NC_003317.1,RefSeq,gene,296716,297441,-,BME_RS01375,thiamine import ATP-binding protein ThiQ,protein_coding,WP_002964843.1,BME_RS01375
NC_003317.1,RefSeq,gene,297438,299069,-,BME_RS01380,thiamine ABC transporter permease,protein_coding,WP_005970857.1,BME_RS01380
NC_003317.1,RefSeq,gene,299066,300070,-,BME_RS01385,thiamine-binding periplasmic protein,protein_coding,WP_004684204.1,BME_RS01385
NC_003317.1,RefSeq,gene,300377,301033,+,BME_RS01390,thiamine diphosphokinase,protein_coding,WP_002966958.1,BME_RS01390
NC_003317.1,RefSeq,gene,301167,301451,+,BME_RS01395,glycine zipper 2TM domain-containing protein,protein_coding,WP_002964839.1,BME_RS01395
NC_003317.1,RefSeq,gene,301387,301590,+,BME_RS15915,hypothetical protein,protein_coding,WP_002967913.1,BME_RS15915
NC_003317.1,RefSeq,gene,301599,303416,+,BME_RS01400,ABC transporter ATP-binding protein,protein_coding,WP_004686979.1,BME_RS01400
NC_003317.1,RefSeq,gene,303508,303768,-,BME_RS01405,DUF2312 domain-containing protein,protein_coding,WP_002964837.1,BME_RS01405
NC_003317.1,RefSeq,gene,303941,304759,-,BME_RS01410,N-formylglutamate amidohydrolase,protein_coding,WP_002964836.1,BME_RS01410
NC_003317.1,RefSeq,gene,305000,305461,+,BME_RS01415,DUF1036 domain-containing protein,protein_coding,WP_002964835.1,BME_RS01415
NC_003317.1,RefSeq,gene,305458,306894,+,BME_RS01420,pyruvate kinase,protein_coding,WP_004684192.1,BME_RS01420
NC_003317.1,RefSeq,gene,307146,307835,-,BME_RS01425,tetratricopeptide repeat protein,protein_coding,WP_006255832.1,BME_RS01425
NC_003317.1,RefSeq,gene,307873,307998,-,BME_RS15920,50S ribosomal protein L36,protein_coding,WP_002967908.1,BME_RS15920
NC_003317.1,RefSeq,gene,308234,309322,-,BME_RS01435,5-(carboxyamino)imidazole ribonucleotide synthase,protein_coding,WP_004684185.1,BME_RS01435
NC_003317.1,RefSeq,gene,309339,309827,-,BME_RS01440,5-(carboxyamino)imidazole ribonucleotide mutase,protein_coding,WP_002964830.1,BME_RS01440
NC_003317.1,RefSeq,gene,309925,310128,-,BME_RS01445,DUF465 domain-containing protein,protein_coding,WP_002964829.1,BME_RS01445
NC_003317.1,RefSeq,gene,310242,310463,+,BME_RS15925,hypothetical protein,protein_coding,WP_002964828.1,BME_RS15925
NC_003317.1,RefSeq,gene,310522,310701,+,BME_RS01450,DUF465 domain-containing protein,protein_coding,WP_002967906.1,BME_RS01450
NC_003317.1,RefSeq,gene,310844,312082,-,BME_RS01455,MFS transporter,protein_coding,WP_004684178.1,BME_RS01455
NC_003317.1,RefSeq,gene,312180,312371,-,BME_RS01460,DUF1192 domain-containing protein,protein_coding,WP_002964825.1,BME_RS01460
NC_003317.1,RefSeq,gene,312564,313568,+,BME_RS01465,NAD(P)H quinone oxidoreductase,protein_coding,WP_002967904.1,BME_RS01465
NC_003317.1,RefSeq,gene,313696,314385,+,BME_RS01470,DUF1013 domain-containing protein,protein_coding,WP_002964823.1,BME_RS01470
NC_003317.1,RefSeq,gene,314463,314870,-,BME_RS01475,PaaI family thioesterase,protein_coding,WP_002964822.1,BME_RS01475
NC_003317.1,RefSeq,pseudogene,315273,315975,-,BME_RS01480,DNA-binding transcriptional regulator,pseudogene,NA,BME_RS01480
NC_003317.1,RefSeq,gene,315982,316167,-,BME_RS01485,hypothetical protein,protein_coding,WP_002964820.1,BME_RS01485
NC_003317.1,RefSeq,gene,316313,316621,-,BME_RS15930,NAD(P)-dependent oxidoreductase,protein_coding,WP_002966955.1,BME_RS15930
NC_003317.1,RefSeq,gene,316551,318461,-,BME_RS01490,propionyl-CoA synthetase,protein_coding,WP_004684170.1,prpE
NC_003317.1,RefSeq,gene,318681,318899,+,BME_RS01495,hypothetical protein,protein_coding,WP_002972305.1,BME_RS01495
NC_003317.1,RefSeq,gene,319190,320380,-,BME_RS01500,phosphoglycerate kinase,protein_coding,WP_004684168.1,BME_RS01500
NC_003317.1,RefSeq,gene,320448,321455,-,BME_RS01505,type I glyceraldehyde-3-phosphate dehydrogenase,protein_coding,WP_004684167.1,BME_RS01505
NC_003317.1,RefSeq,gene,321596,323587,-,BME_RS01510,transketolase,protein_coding,WP_004684164.1,BME_RS01510
NC_003317.1,RefSeq,gene,324004,324276,+,BME_RS01515,DUF4164 domain-containing protein,protein_coding,WP_002964813.1,BME_RS01515
NC_003317.1,RefSeq,gene,324286,324651,+,BME_RS01520,cell division protein ZapA,protein_coding,WP_002964812.1,BME_RS01520
NC_003317.1,RefSeq,gene,324738,324896,+,BME_RS15935,6S RNA,ncRNA,NA,ssrS
NC_003317.1,RefSeq,gene,325039,325635,+,BME_RS01525,5-formyltetrahydrofolate cyclo-ligase,protein_coding,WP_005970890.1,BME_RS01525
NC_003317.1,RefSeq,gene,325744,326568,+,BME_RS01530,TIGR00282 family metallophosphoesterase,protein_coding,WP_002964810.1,BME_RS01530
NC_003317.1,RefSeq,gene,326779,327522,+,BME_RS01535,TerC family protein,protein_coding,WP_004684160.1,BME_RS01535
NC_003317.1,RefSeq,gene,327535,327963,-,BME_RS01540,DUF1284 domain-containing protein,protein_coding,WP_002964808.1,BME_RS01540
NC_003317.1,RefSeq,gene,327974,328549,-,BME_RS01545,biotin transporter BioY,protein_coding,WP_002964807.1,BME_RS01545
NC_003317.1,RefSeq,gene,328711,329403,-,BME_RS01550,GntR family transcriptional regulator,protein_coding,WP_002964806.1,BME_RS01550
NC_003317.1,RefSeq,gene,329624,330370,+,BME_RS01555,YebC/PmpR family DNA-binding transcriptional regulator,protein_coding,WP_002964805.1,BME_RS01555
NC_003317.1,RefSeq,gene,330598,330819,-,BME_RS01560,50S ribosomal protein L31,protein_coding,WP_002964804.1,BME_RS01560
NC_003317.1,RefSeq,gene,330889,332934,+,BME_RS01565,ABC transporter,protein_coding,WP_019444633.1,BME_RS01565
NC_003317.1,RefSeq,gene,332968,333999,-,BME_RS01570,hypothetical protein,protein_coding,WP_002964802.1,BME_RS01570
NC_003317.1,RefSeq,gene,334006,335055,-,BME_RS01575,flagellar motor protein MotA,protein_coding,WP_004684155.1,BME_RS01575
NC_003317.1,RefSeq,gene,335310,336101,-,BME_RS01580,inositol monophosphatase,protein_coding,WP_004684154.1,BME_RS01580
NC_003317.1,RefSeq,gene,336287,336847,-,BME_RS01585,elongation factor P,protein_coding,WP_002964799.1,BME_RS01585
NC_003317.1,RefSeq,gene,337112,338164,-,BME_RS01590,sel1 repeat family protein,protein_coding,WP_004684153.1,BME_RS01590
NC_003317.1,RefSeq,gene,338201,338866,-,BME_RS01595,thiamine phosphate synthase,protein_coding,WP_002964797.1,BME_RS01595
NC_003317.1,RefSeq,gene,339090,340292,+,BME_RS01600,membrane protein,protein_coding,WP_002964796.1,BME_RS01600
NC_003317.1,RefSeq,gene,340780,341286,+,BME_RS01605,DUF1465 domain-containing protein,protein_coding,WP_005970903.1,BME_RS01605
NC_003317.1,RefSeq,gene,341388,341909,+,BME_RS01610,crossover junction endodeoxyribonuclease RuvC,protein_coding,WP_002964793.1,BME_RS01610
NC_003317.1,RefSeq,gene,341914,342531,+,BME_RS01615,Holliday junction branch migration protein RuvA,protein_coding,WP_002964792.1,BME_RS01615
NC_003317.1,RefSeq,gene,342572,343612,+,BME_RS01620,Holliday junction branch migration DNA helicase RuvB,protein_coding,WP_004684152.1,BME_RS01620
NC_003317.1,RefSeq,gene,343609,344058,+,BME_RS01625,4-hydroxybenzoyl-CoA thioesterase,protein_coding,WP_004684151.1,BME_RS01625
NC_003317.1,RefSeq,gene,344433,345143,+,BME_RS01630,protein TolQ,protein_coding,WP_002964788.1,BME_RS01630
NC_003317.1,RefSeq,gene,345190,345642,+,BME_RS01635,protein TolR,protein_coding,WP_011005017.1,BME_RS01635
NC_003317.1,RefSeq,gene,345650,346720,+,BME_RS01640,hypothetical protein,protein_coding,WP_004684150.1,BME_RS01640
NC_003317.1,RefSeq,gene,346776,348107,+,BME_RS01645,protein TolB,protein_coding,WP_004684149.1,BME_RS01645
NC_003317.1,RefSeq,gene,348167,348346,+,BME_RS15940,hypothetical protein,protein_coding,WP_002964784.1,BME_RS15940
NC_003317.1,RefSeq,gene,348395,348901,+,BME_RS01650,hypothetical protein,protein_coding,WP_002966947.1,BME_RS01650
NC_003317.1,RefSeq,gene,349298,350764,+,BME_RS01660,tol-pal system protein YbgF,protein_coding,WP_004684148.1,BME_RS01660
NC_003317.1,RefSeq,gene,350780,352126,+,BME_RS01665,tRNA(Ile)-lysidine synthetase,protein_coding,WP_004686307.1,BME_RS01665
NC_003317.1,RefSeq,gene,352262,354196,+,BME_RS01670,ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein,protein_coding,WP_004684146.1,BME_RS01670
NC_003317.1,RefSeq,gene,354477,355856,+,BME_RS01675,phosphoglucosamine mutase,protein_coding,WP_005970906.1,BME_RS01675
NC_003317.1,RefSeq,gene,356041,356865,+,BME_RS01680,porin family protein,protein_coding,WP_004684144.1,BME_RS01680
NC_003317.1,RefSeq,gene,357046,358002,+,BME_RS01685,bile acid:sodium symporter family protein,protein_coding,WP_004684143.1,BME_RS01685
NC_003317.1,RefSeq,gene,358153,359328,+,BME_RS01690,phosphoserine transaminase,protein_coding,WP_004684142.1,BME_RS01690
NC_003317.1,RefSeq,gene,359483,361084,+,BME_RS01695,phosphoglycerate dehydrogenase,protein_coding,WP_004684141.1,BME_RS01695
NC_003317.1,RefSeq,gene,361089,361598,+,BME_RS01700,N-acetyltransferase,protein_coding,WP_004684140.1,BME_RS01700
NC_003317.1,RefSeq,gene,361916,363205,+,BME_RS01705,adenylosuccinate synthetase,protein_coding,WP_002964773.1,BME_RS01705
